"COMPOUND_ID"|"COMPOUND_NAME"|"FORMULA"|"MASS"|"KNAPSACK_ID"|"NP_ATLAS_ID"|"BIOLOGICAL_ACTIVITY"|"INCHI"|"INCHI_KEY"|"SMILES"
"58875"|"Kojic acid"|"C6H6O4"|"142.02660868"|"N|"28615"|"NF-kappaB inhibitor;EC 1.10.3.1 (catechol oxidase) inhibitor;EC 1.10.3.2 (laccase) inhibitor;EC 1.13.11.24 (quercetin 2,3-dioxygenase) inhibitor:EC 1.14.18.1 (tyrosinase) inhibitor;EC 1.4.3.3 (D-amino-acid oxidase) inhibitor;Skin lightening agent"|"InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2"|"BEJNERDRQOWKJM-UHFFFAOYSA-N"|"OCC1=CC(=O)C(O)=CO1"
"62264"|"Aflatoxin M4"|"C17H12O7"|"328.058302738"|"C00054149"|"N|"N|"InChI=1S/C17H12O7/c1-21-9-5-10-11(6-2-3-22-17(6)23-10)15-12(9)7-4-8(18)14(19)13(7)16(20)24-15/h2-3,5-6,8,17-18H,4H2,1H3"|"JUJRETIUKMEFIA-UHFFFAOYSA-N"|"COC1=CC2=C(C3C=COC3O2)C2=C1C1=C(C(=O)C(O)C1)C(=O)O2"
"63121"|"Ochratoxin B"|"C20H19NO6"|"369.121237345"|"C00037570"|"15682"|"Mycotoxin;Calcium channel blocker"|"InChI=1S/C20H19NO6/c1-11-9-13-7-8-14(17(22)16(13)20(26)27-11)18(23)21-15(19(24)25)10-12-5-3-2-4-6-12/h2-8,11,15,22H,9-10H2,1H3,(H,21,23)(H,24,25)"|"DAEYIVCTQUFNTM-UHFFFAOYSA-N"|"CC1CC2=C(C(=O)O1)C(O)=C(C=C2)C(O)=NC(CC1=CC=CC=C1)C(O)=O"
"63140"|"Maltol"|"C6H6O3"|"126.031694058"|"N|"N|"N|"InChI=1S/C6H6O3/c1-4-6(8)5(7)2-3-9-4/h2-3,8H,1H3"|"XPCTZQVDEJYUGT-UHFFFAOYSA-N"|"CC1=C(O)C(=O)C=CO1"
"63869"|"Nigerone"|"C32H26O10"|"570.152597052"|"N|"2966"|"Mycotoxin;Antifugal"|"InChI=1S/C32H26O10/c1-13-7-19(33)27-29(35)23-17(9-15(37-3)11-21(23)39-5)25(31(27)41-13)26-18-10-16(38-4)12-22(40-6)24(18)30(36)28-20(34)8-14(2)42-32(26)28/h7-12,35-36H,1-6H3"|"MBDIPBHBEVOYQB-UHFFFAOYSA-N"|"COC1=CC2=C(C(O)=C3C(=O)C=C(C)OC3=C2C2=C3OC(C)=CC(=O)C3=C(O)C3=C2C=C(OC)C=C3OC)C(OC)=C1"
"64611"|"Glyoxylic acid"|"C2H2O3"|"74.00039393"|"C00001186"|"N|"N|"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)"|"HHLFWLYXYJOTON-UHFFFAOYSA-N"|"OC(=O)C=O"
"64734"|"Styrene"|"C8H8"|"104.062600256"|"N|"15288"|"N|"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2"|"PPBRXRYQALVLMV-UHFFFAOYSA-N"|"C=CC1=CC=CC=C1"
"65582"|"Dihydrohydroxy-O-methylsterigmatocystin"|"C19H16O7"|"356.089602866"|"C00054357"|"N|"N|"InChI=1S/C19H16O7/c1-22-9-4-3-5-10-15(9)17(21)16-11(23-2)7-12-14(18(16)24-10)8-6-13(20)26-19(8)25-12/h3-5,7-8,13,19-20H,6H2,1-2H3"|"ATDWDHGTLHHXNU-UHFFFAOYSA-N"|"COC1=CC2=C(C3CC(O)OC3O2)C2=C1C(=O)C1=C(OC)C=CC=C1O2"
"66087"|"Austdiol"|"C12H12O5"|"236.068473494"|"C00052851"|"N|"Antibacterial activity "|"InChI=1S/C12H12O5/c1-6-3-7-8(4-13)10(14)12(2,16)11(15)9(7)5-17-6/h3-5,11,15-16H,1-2H3"|"QVMUHZHZYCDMAI-UHFFFAOYSA-N"|"CC1=CC2=C(C=O)C(=O)C(C)(O)C(O)C2=CO1"
"66757"|"Xanthotoxol"|"C11H6O4"|"202.026608673"|"C00000582"|"N|"N|"InChI=1S/C11H6O4/c12-8-2-1-6-5-7-3-4-14-10(7)9(13)11(6)15-8/h1-5,13H"|"JWVYQQGERKEAHW-UHFFFAOYSA-N"|"[H]OC1=C2OC(=O)C([H])=C([H])C2=C([H])C2=C1OC([H])=C2[H]"
"69371"|"4-Hydroxybenzaldehyde"|"C7H6O2"|"122.036779436"|"N|"N|"N|"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H"|"RGHHSNMVTDWUBI-UHFFFAOYSA-N"|"OC1=CC=C(C=O)C=C1"
"69763"|"Ethanol"|"C2H6O"|"46.041864814"|"N|"N|"N|"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3"|"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"|"CCO"
"69876"|"Fumonisin B4"|"C34H59NO13"|"689.398640979"|"N|"N|"Mycotoxin"|"InChI=1S/C34H59NO13/c1-5-6-14-22(3)32(48-31(42)20-25(34(45)46)18-29(39)40)27(47-30(41)19-24(33(43)44)17-28(37)38)16-21(2)13-11-9-7-8-10-12-15-26(36)23(4)35/h21-27,32,36H,5-20,35H2,1-4H3,(H,37,38)(H,39,40)(H,43,44)(H,45,46)"|"WYYKRDVIBOEORL-UHFFFAOYSA-N"|"CCCCC(C)C(OC(=O)CC(CC(O)=O)C(O)=O)C(CC(C)CCCCCCCCC(O)C(C)N)OC(=O)CC(CC(O)=O)C(O)=O"
"69996"|"Austalide F"|"C26H34O9"|"490.220282686"|"C00054597"|"N|"N|"InChI=1S/C26H34O9/c1-12-14-11-32-21(29)18(14)20(30-6)13-8-15-23(4,33-19(12)13)9-17(28)26-22(2,3)34-25(31-7,35-26)10-16(27)24(15,26)5/h15-17,27-28H,8-11H2,1-7H3"|"UHBMKIHOBUKYRH-UHFFFAOYSA-N"|"COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CC(O)C34OC(CC(O)C13C)(OC)OC4(C)C)O2"
"70907"|"Oxalic acid"|"C2H2O4"|"89.995308552"|"N|"N|"N|"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)"|"MUBZPKHOEPUJKR-UHFFFAOYSA-N"|"OC(=O)C(O)=O"
"71545"|"Asteltoxin"|"C23H30O7"|"418.199153314"|"C00054807"|"19013"|"N|"InChI=1S/C23H30O7/c1-6-18-23(4,26)22(3)20(25)16(29-21(22)30-18)12-10-8-7-9-11-15-14(2)17(27-5)13-19(24)28-15/h7-13,16,18,20-21,25-26H,6H2,1-5H3/b8-7+,11-9+,12-10-"|"GPXPJKFETRLRAS-CDIKDJIESA-N"|"CCC1OC2OC(\C=C/C=C/C=C/C3=C(C)C(OC)=CC(=O)O3)C(O)C2(C)C1(C)O"
"72144"|"2-Ethyl-5-methylfuran"|"C7H10O"|"110.073164942"|"N|"11916"|"N|"InChI=1S/C7H10O/c1-3-7-5-4-6(2)8-7/h4-5H,3H2,1-2H3"|"NBXLPPVOZWYADY-UHFFFAOYSA-N"|"CCC1=CC=C(C)O1"
"72843"|"Aurasperone D"|"C31H24O10"|"556.136946988"|"C00002416"|"N|"N|"InChI=1S/C31H24O10/c1-12-6-17(32)25-21(40-12)9-14-8-20(38-4)27(30(39-5)22(14)28(25)35)24-16-10-15(37-3)11-19(34)23(16)29(36)26-18(33)7-13(2)41-31(24)26/h6-11,34-36H,1-5H3"|"DVSATZLPJVYIRI-UHFFFAOYSA-N"|"COC1=CC2=C(C3=C(C(=O)C=C(C)O3)C(O)=C2C(O)=C1)C1=C(OC)C2=C(O)C3=C(OC(C)=CC3=O)C=C2C=C1OC"
"73404"|"Aflatoxin ExB2"|"C19H18O7"|"358.10525293"|"C00054148"|"N|"N|"InChI=1S/C19H18O7/c1-3-23-13-6-9-16-12(24-19(9)25-13)7-11(22-2)15-8-4-5-10(20)14(8)18(21)26-17(15)16/h7,9,13,19H,3-6H2,1-2H3"|"PPRSMUWPTLLGMJ-UHFFFAOYSA-N"|"CCOC1CC2C(O1)OC1=C2C2=C(C3=C(C(=O)CC3)C(=O)O2)C(OC)=C1"
"73738"|"Fonsecin B"|"C16H16O6"|"304.094688244"|"C00034518"|"7946"|"N|"InChI=1S/C16H16O6/c1-16(19)7-10(17)14-12(22-16)5-8-4-9(20-2)6-11(21-3)13(8)15(14)18/h4-6,18-19H,7H2,1-3H3"|"ZYTKFYQKQVYVMW-UHFFFAOYSA-N"|"COC1=CC(OC)=C2C(O)=C3C(=O)CC(C)(O)OC3=CC2=C1"
"73819"|"m-Methylacetophenone"|"C9H10O"|"134.073164942"|"N|"16953"|"N|"InChI=1S/C9H10O/c1-7-4-3-5-9(6-7)8(2)10/h3-6H,1-2H3"|"FSPSELPMWGWDRY-UHFFFAOYSA-N"|"CC(=O)C1=CC=CC(C)=C1"
"73852"|"Deserpidine"|"C32H38N2O8"|"578.262816202"|"N|"N|"N|"InChI=1S/C32H38N2O8/c1-37-24-12-17(13-25(38-2)29(24)39-3)31(35)42-26-14-18-16-34-11-10-20-19-8-6-7-9-22(19)33-28(20)23(34)15-21(18)27(30(26)40-4)32(36)41-5/h6-9,12-13,18,21,23,26-27,30,33H,10-11,14-16H2,1-5H3/t18-,21+,23-,26-,27+,30+/m1/s1"|"CVBMAZKKCSYWQR-WCGOZPBSSA-N"|"[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2"
"74027"|"Indolepyruvate"|"C11H9NO3"|"203.058243159"|"C00007571"|"N|"N|"InChI=1S/C11H9NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H,14,15)"|"RSTKLPZEZYGQPY-UHFFFAOYSA-N"|"OC(=O)C(=O)CC1=CNC2=CC=CC=C12"
"75385"|"De-O-methylsterigmatocystin"|"C17H10O6"|"310.047738052"|"C00054356"|"N|"N|"InChI=1S/C17H10O6/c18-8-2-1-3-10-13(8)15(20)14-9(19)6-11-12(16(14)22-10)7-4-5-21-17(7)23-11/h1-7,17-19H"|"RQQOEIJLJPCYJR-UHFFFAOYSA-N"|"OC1=CC2=C(C3C=COC3O2)C2=C1C(=O)C1=C(O)C=CC=C1O2"
"75705"|"Aurasperone B"|"C32H30O12"|"606.173726424"|"C00055353"|"N|"N|"InChI=1S/C32H30O12/c1-31(37)11-16(33)24-20(43-31)8-13-7-18(40-4)26(29(42-6)21(13)27(24)35)23-15-9-14(39-3)10-19(41-5)22(15)28(36)25-17(34)12-32(2,38)44-30(23)25/h7-10,35-38H,11-12H2,1-6H3"|"VIFQAHKDYKZMMS-UHFFFAOYSA-N"|"COC1=CC2=C(C(O)=C3C(=O)CC(C)(O)OC3=C2C2=C(OC)C=C3C=C4OC(C)(O)CC(=O)C4=C(O)C3=C2OC)C(OC)=C1"
"76060"|"Aflatoxin M1"|"C17H12O7"|"328.058302738"|"C00023620"|"N|"Mycotoxin"|"InChI=1S/C17H12O7/c1-21-9-6-10-13(17(20)4-5-22-16(17)23-10)14-12(9)7-2-3-8(18)11(7)15(19)24-14/h4-6,16,20H,2-3H2,1H3/t16-,17-/m1/s1"|"MJBWDEQAUQTVKK-IAGOWNOFSA-N"|"[H][C@]12OC=C[C@@]1(O)C1=C(O2)C=C(OC)C2=C1OC(=O)C1=C2CCC1=O"
"78506"|"Benzophenone"|"C13H10O"|"182.073164942"|"N|"N|"N|"InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H"|"RWCCWEUUXYIKHB-UHFFFAOYSA-N"|"O=C(C1=CC=CC=C1)C1=CC=CC=C1"
"79834"|"6-O-Demethylnigerone"|"C31H24O10"|"556.136946988"|"C00054506"|"8790"|"N|"InChI=1S/C31H24O10/c1-12-6-18(32)26-28(35)22-16(8-14(37-3)10-20(22)34)24(30(26)40-12)25-17-9-15(38-4)11-21(39-5)23(17)29(36)27-19(33)7-13(2)41-31(25)27/h6-11,34-36H,1-5H3"|"YPBKRWIKGTUGIL-UHFFFAOYSA-N"|"COC1=CC2=C(C(O)=C1)C(O)=C1C(=O)C=C(C)OC1=C2C1=C2OC(C)=CC(=O)C2=C(O)C2=C1C=C(OC)C=C2OC"
"80628"|"Aflatoxin GM1"|"C17H12O8"|"344.05321736"|"C00054576"|"N|"N|"InChI=1S/C17H12O8/c1-21-8-6-9-12(17(20)3-5-23-16(17)24-9)13-10(8)7-2-4-22-14(18)11(7)15(19)25-13/h3,5-6,16,20H,2,4H2,1H3"|"QSHBSBLCKIPCKO-UHFFFAOYSA-N"|"COC1=CC2=C(C3=C1C1=C(C(=O)OCC1)C(=O)O3)C1(O)C=COC1O2"
"81281"|"Phenylacetic acid"|"C8H8O2"|"136.0524295"|"N|"N|"Allergen;Auxin;Toxin;EC 6.4.1.1 (pyruvate carboxylase) inhibitor;Plant growth retardant"|"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)"|"WLJVXDMOQOGPHL-UHFFFAOYSA-N"|"OC(=O)CC1=CC=CC=C1"
"82800"|"Fumitremorgin C"|"C22H25N3O3"|"379.189591681"|"C00011298"|"20440"|"N|"InChI=1S/C22H25N3O3/c1-12(2)9-18-20-15(14-7-6-13(28-3)10-16(14)23-20)11-19-21(26)24-8-4-5-17(24)22(27)25(18)19/h6-7,9-10,17-19,23H,4-5,8,11H2,1-3H3/t17-,18-,19-/m0/s1"|"DBEYVIGIPJSTOR-FHWLQOOXSA-N"|"COC1=CC=C2C(NC3=C2C[C@@H]2N([C@H]3C=C(C)C)C(=O)[C@@H]3CCCN3C2=O)=C1"
"83953"|"Austalide C"|"C30H38O11"|"574.241412058"|"C00054594"|"N|"N|"InChI=1S/C30H38O11/c1-14-18-13-36-25(33)22(18)24(34-8)17-10-19-27(6,39-23(14)17)11-21(38-16(3)32)30-26(4,5)40-29(35-9,41-30)12-20(28(19,30)7)37-15(2)31/h19-21H,10-13H2,1-9H3"|"CSYWTGORJHMPOT-UHFFFAOYSA-N"|"COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CC(OC(C)=O)C34OC(CC(OC(C)=O)C13C)(OC)OC4(C)C)O2"
"84301"|"Fumaric acid"|"C4H4O4"|"116.010958616"|"N|"N|"N|"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+"|"VZCYOOQTPOCHFL-OWOJBTEDSA-N"|"OC(=O)\C=C\C(O)=O"
"84346"|"Warfarin"|"C19H16O4"|"308.104859"|"N|"N|"N|"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3"|"PJVWKTKQMONHTI-UHFFFAOYSA-N"|"CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2"
"84791"|"Patientoside A"|"C19H21ClO8"|"412.092495355"|"N|"19808"|"N|"InChI=1S/C19H21ClO8/c1-7-12(8(2)22)16(24)13-9(14(7)20)4-3-5-10(13)27-19-18(26)17(25)15(23)11(6-21)28-19/h3-5,11,15,17-19,21,23-26H,6H2,1-2H3"|"HEPVWAFOECZRTB-UHFFFAOYSA-N"|"CC(=O)C1=C(O)C2=C(C=CC=C2OC2OC(CO)C(O)C(O)C2O)C(Cl)=C1C"
"85112"|"TG(22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))"|"C69H112O6"|"1036.845891326"|"N|"N|"N|"InChI=1S/C69H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-58-61-67(70)73-64-66(75-69(72)63-60-57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)65-74-68(71)62-59-56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-30,34-35,37-38,43-44,46-47,53,56,66H,4-6,8-9,11-15,18,21-24,31-33,36,39-42,45,48-52,54-55,57-65H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,30-27-,37-34-,38-35-,46-43-,47-44-,56-53-/t66-/m1/s1"|"FONRFHVFSOQGLL-KMVOFCKOSA-N"|"[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC"
"86256"|"O-Methylsterigmatocystin"|"C19H14O6"|"338.07903818"|"N|"7335"|"N|"InChI=1S/C19H14O6/c1-21-10-4-3-5-11-15(10)17(20)16-12(22-2)8-13-14(18(16)24-11)9-6-7-23-19(9)25-13/h3-9,19H,1-2H3"|"JKUJKKGMOZDDJV-UHFFFAOYSA-N"|"COC1=CC2=C(C3C=COC3O2)C2=C1C(=O)C1=C(OC)C=CC=C1O2"
"86981"|"Aflatoxin Ex2B1"|"C18H16O7"|"344.0896"|"C00054147"|"N|"N|"InChI=1S/C18H16O7/c1-21-10-6-11-15(8-5-12(22-2)24-18(8)23-11)16-14(10)7-3-4-9(19)13(7)17(20)25-16/h6,8,12,18H,3-5H2,1-2H3"|"QKCJGDIUSFKBPI-UHFFFAOYSA-N"|"COC1CC2C(O1)OC1=C2C2=C(C3=C(C(=O)CC3)C(=O)O2)C(OC)=C1"
"87072"|"Austalide E"|"C28H36O10"|"532.230847372"|"C00054596"|"N|"N|"InChI=1S/C28H36O10/c1-13-16-12-34-23(31)20(16)22(32-7)15-9-17-25(5,36-21(13)15)11-19(35-14(2)29)28-24(3,4)37-27(33-8,38-28)10-18(30)26(17,28)6/h17-19,30H,9-12H2,1-8H3"|"FGVDMOOUPMLQRT-UHFFFAOYSA-N"|"COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CC(OC(C)=O)C34OC(CC(O)C13C)(OC)OC4(C)C)O2"
"88059"|"Aurasperone E"|"C32H28O11"|"588.163161738"|"C00034442"|"N|"N|"InChI=1S/C32H28O11/c1-13-7-17(33)26-29(36)23-16(10-15(38-3)11-20(23)40-5)24(31(26)42-13)27-19(39-4)8-14-9-21-25(18(34)12-32(2,37)43-21)28(35)22(14)30(27)41-6/h7-11,35-37H,12H2,1-6H3"|"XQLGSHUQZMPBGG-UHFFFAOYSA-N"|"COC1=CC2=C(C(O)=C3C(=O)C=C(C)OC3=C2C2=C(OC)C=C3C=C4OC(C)(O)CC(=O)C4=C(O)C3=C2OC)C(OC)=C1"
"88366"|"trans-Ferulic acid"|"C10H10O4"|"194.057908808"|"N|"N|"N|"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+"|"KSEBMYQBYZTDHS-HWKANZROSA-N"|"COC1=C(O)C=CC(\C=C\C(O)=O)=C1"
"88379"|"o-Ethyltoluene"|"C9H12"|"120.093900384"|"N|"19124"|"N|"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3"|"HYFLWBNQFMXCPA-UHFFFAOYSA-N"|"CCC1=C(C)C=CC=C1"
"88918"|"2-Isopropylfuran"|"C7H10O"|"110.073164942"|"N|"6134"|"N|"InChI=1S/C7H10O/c1-6(2)7-4-3-5-8-7/h3-6H,1-2H3"|"AFOPCURQYRRFRQ-UHFFFAOYSA-N"|"CC(C)C1=CC=CO1"
"89087"|"Mycophenolic acid"|"C17H20O6"|"320.125988372"|"N|"15757"|"N|"InChI=1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3/h4,20H,5-8H2,1-3H3,(H,18,19)/b9-4+"|"HPNSFSBZBAHARI-RUDMXATFSA-N"|"COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C"
"89998"|"Austalide D"|"C28H36O10"|"532.230847372"|"C00054595"|"N|"N|"InChI=1S/C28H36O10/c1-13-16-12-34-23(31)20(16)22(32-7)15-9-17-25(5,36-21(13)15)10-18(30)28-24(3,4)37-27(33-8,38-28)11-19(26(17,28)6)35-14(2)29/h17-19,30H,9-12H2,1-8H3"|"WDGSJYYXVXQQHP-UHFFFAOYSA-N"|"COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CC(O)C34OC(CC(OC(C)=O)C13C)(OC)OC4(C)C)O2"
"90245"|"Fonsecinone B"|"C32H28O11"|"588.163161738"|"N|"N|"N|"InChI=1S/C32H28O11/c1-13-7-17(33)25-21(42-13)9-14-8-19(39-4)27(30(41-6)22(14)28(25)35)24-16-10-15(38-3)11-20(40-5)23(16)29(36)26-18(34)12-32(2,37)43-31(24)26/h7-11,35-37H,12H2,1-6H3"|"AMDZXTMMLFPGSD-UHFFFAOYSA-N"|"COC1=CC2=C(C(O)=C3C(=O)CC(C)(O)OC3=C2C2=C(OC)C=C3C=C4OC(C)=CC(=O)C4=C(O)C3=C2OC)C(OC)=C1"
"90371"|"Aurasperone A"|"C32H26O10"|"570.152597052"|"C00034441"|"16499"|"Anti-microbial; xanthineoxidase inhibition"|"InChI=1S/C32H26O10/c1-13-7-18(33)26-22(41-13)10-15-9-20(38-4)28(31(40-6)23(15)29(26)35)25-17-11-16(37-3)12-21(39-5)24(17)30(36)27-19(34)8-14(2)42-32(25)27/h7-12,35-36H,1-6H3"|"QAHRSPAZSGMZMT-UHFFFAOYSA-N"|"COC1=CC2=C(C3=C(C(=O)C=C(C)O3)C(O)=C2C(OC)=C1)C1=C(OC)C2=C(C=C1OC)C=C1OC(C)=CC(=O)C1=C2O"
"90494"|"6,8-Di-O-methylaverufin"|"C22H20O7"|"396.120902994"|"N|"N|"N|"InChI=1S/C22H20O7/c1-22-6-4-5-13(28-22)18-15(29-22)9-12-17(21(18)25)20(24)16-11(19(12)23)7-10(26-2)8-14(16)27-3/h7-9,13,25H,4-6H2,1-3H3"|"UOWSTUZKQCORDT-UHFFFAOYSA-N"|"COC1=CC2=C(C(=O)C3=C(C=C4OC5(C)CCCC(O5)C4=C3O)C2=O)C(OC)=C1"
"90592"|"Austalide K"|"C25H32O5"|"412.224974134"|"C00054602"|"N|"N|"InChI=1S/C25H32O5/c1-13-15-12-29-22(27)19(15)21(28-6)14-11-17-24(4)9-8-18(26)23(2,3)16(24)7-10-25(17,5)30-20(13)14/h16-17H,7-12H2,1-6H3"|"JCUWKPURUZEBFJ-UHFFFAOYSA-N"|"COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CCC3C(C)(C)C(=O)CCC13C)O2"
"92003"|"L-Selenocystathionine"|"C7H14N2O4Se"|"270.011879"|"C00001392"|"N|"N|"InChI=1S/C7H14N2O4Se/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1"|"ZNWYDQPOUQRDLY-WHFBIAKZSA-N"|"[H][C@](N)(CC[Se]C[C@]([H])(N)C(O)=O)C(O)=O"
"92819"|"2,5-Dimethylfuran"|"C6H8O"|"96.057514878"|"N|"6894"|"N|"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3"|"GSNUFIFRDBKVIE-UHFFFAOYSA-N"|"CC1=CC=C(C)O1"
"94288"|"Uridine"|"C9H12N2O6"|"244.069536126"|"C00019674"|"N|"N|"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"|"DRTQHJPVMGBUCF-XVFCMESISA-N"|"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O"
"95112"|"Aspergillomarasmine A"|"C10H17N3O8"|"307.101564535"|"C00054171"|"N|"N|"InChI=1S/C10H17N3O8/c11-4(8(16)17)2-12-6(10(20)21)3-13-5(9(18)19)1-7(14)15/h4-6,12-13H,1-3,11H2,(H,14,15)(H,16,17)(H,18,19)(H,20,21)"|"XFTWUNOVBCHBJR-UHFFFAOYSA-N"|"NC(CNC(CNC(CC(O)=O)C(O)=O)C(O)=O)C(O)=O"
"96696"|"Emodinanthranol"|"C15H12O4"|"256.073558872"|"C00000569"|"N|"N|"InChI=1S/C15H12O4/c1-7-2-8-4-9-5-10(16)6-12(18)14(9)15(19)13(8)11(17)3-7/h2-3,5-6,16-18H,4H2,1H3"|"LAJSXCAVRQXZIO-UHFFFAOYSA-N"|"CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3CC2=C1"
"96861"|"D-Tryptophan"|"C11H12N2O2"|"204.089877638"|"C00052033"|"N|"N|"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m1/s1"|"QIVBCDIJIAJPQS-SECBINFHSA-N"|"N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"97551"|"Austalide L"|"C25H32O6"|"428.219888756"|"C00054603"|"N|"N|"InChI=1S/C25H32O6/c1-13-15-12-30-21(27)18(15)20(29-6)14-11-16-23(4)8-7-17(26)22(2,3)25(23,28)10-9-24(16,5)31-19(13)14/h16,28H,7-12H2,1-6H3"|"XTSSAALSNSPVIH-UHFFFAOYSA-N"|"COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CCC3(O)C(C)(C)C(=O)CCC13C)O2"
"97672"|"Anisole"|"C7H8O"|"108.057514878"|"N|"18776"|"N|"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3"|"RDOXTESZEPMUJZ-UHFFFAOYSA-N"|"COC1=CC=CC=C1"
"99467"|"Asperxanthone"|"C16H14O5"|"286.084123558"|"C00054889"|"6099"|"Antiviral;Acyl-CoA:cholesterol acyltransferase 2 inhibitor"|"InChI=1S/C16H14O5/c1-8-4-11(17)15-12(18)6-9-5-10(19-2)7-13(20-3)14(9)16(15)21-8/h4-7,18H,1-3H3"|"ARXPDHLVDOYIPX-UHFFFAOYSA-N"|"COC1=CC(OC)=C2C(C=C(O)C3=C2OC(C)=CC3=O)=C1"
"101051"|"2,3,5-Trimethylfuran"|"C7H10O"|"110.073164942"|"N|"2957"|"N|"InChI=1S/C7H10O/c1-5-4-6(2)8-7(5)3/h4H,1-3H3"|"NJXZFRUNHWKHEC-UHFFFAOYSA-N"|"CC1=CC(C)=C(C)O1"
"101654"|"Imperatorin"|"C16H14O4"|"270.089208936"|"C00002477"|"N|"N|"InChI=1S/C16H14O4/c1-10(2)5-7-19-16-14-12(6-8-18-14)9-11-3-4-13(17)20-15(11)16/h3-6,8-9H,7H2,1-2H3"|"OLOOJGVNMBJLLR-UHFFFAOYSA-N"|"CC(C)=CCOC1=C2OC(=O)C=CC2=CC2=C1OC=C2"
"102301"|"Aflatoxin G2"|"C17H14O7"|"330.073952802"|"C00023619"|"N|"N|"InChI=1S/C17H14O7/c1-20-9-6-10-12(8-3-5-22-17(8)23-10)14-11(9)7-2-4-21-15(18)13(7)16(19)24-14/h6,8,17H,2-5H2,1H3"|"WPCVRWVBBXIRMA-UHFFFAOYSA-N"|"COC1=CC2=C(C3CCOC3O2)C2=C1C1=C(C(=O)OCC1)C(=O)O2"
